Commit Hash,ClassQualifiedName,Decor_Spaghetti_Code,Decor_Large_Class,Decor_Complex_Class
0b86f9abc1f1c0884f91a0f722e4e00fd92dfcac,org.zakky.smart_tag_app.SmartTagTask,0,0,0
0b86f9abc1f1c0884f91a0f722e4e00fd92dfcac,org.zakky.memopad.BgConfigActionProvider,0,0,0
0b86f9abc1f1c0884f91a0f722e4e00fd92dfcac,org.zakky.memopad.CanvasFragment,0,0,0
0b86f9abc1f1c0884f91a0f722e4e00fd92dfcac,org.zakky.memopad.MyDialogFragment,0,0,0
0b86f9abc1f1c0884f91a0f722e4e00fd92dfcac,org.zakky.memopad.PadActivity,0,0,0
0b86f9abc1f1c0884f91a0f722e4e00fd92dfcac,org.zakky.memopad.PaintView,0,0,0
0b86f9abc1f1c0884f91a0f722e4e00fd92dfcac,org.zakky.memopad.PenConfigActionProvider,0,0,0
6ecd27c609299a19654c3f3262efa7f6ccfcc0cb,org.zakky.smart_tag_app.MediaUtils,0,0,0
6ecd27c609299a19654c3f3262efa7f6ccfcc0cb,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
6ecd27c609299a19654c3f3262efa7f6ccfcc0cb,org.zakky.smart_tag_app.SmartTagTask,0,0,0
6ecd27c609299a19654c3f3262efa7f6ccfcc0cb,org.zakky.memopad.BgConfigActionProvider,0,0,0
6ecd27c609299a19654c3f3262efa7f6ccfcc0cb,org.zakky.memopad.CanvasFragment,0,0,0
6ecd27c609299a19654c3f3262efa7f6ccfcc0cb,org.zakky.memopad.MyDialogFragment,0,0,0
6ecd27c609299a19654c3f3262efa7f6ccfcc0cb,org.zakky.memopad.PadActivity,0,0,0
6ecd27c609299a19654c3f3262efa7f6ccfcc0cb,org.zakky.memopad.PaintView,0,0,0
6ecd27c609299a19654c3f3262efa7f6ccfcc0cb,org.zakky.memopad.PenConfigActionProvider,0,0,0
f214d26006724c49baa137e308879389f4cc167e,org.zakky.smart_tag_app.MediaUtils,0,0,0
f214d26006724c49baa137e308879389f4cc167e,org.zakky.smart_tag_app.SmartTagAppActivity,0,0,0
f214d26006724c49baa137e308879389f4cc167e,org.zakky.smart_tag_app.SmartTagTask,0,0,0
