Commit Hash,ClassQualifiedName,DW_Smell,IDS_Smell,IS_Smell,LT_Smell,MIM_Smell
0c47b8fb7e5f9455af4f68d2f981a254fc4093ef,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
0c47b8fb7e5f9455af4f68d2f981a254fc4093ef,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
0c47b8fb7e5f9455af4f68d2f981a254fc4093ef,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
0c47b8fb7e5f9455af4f68d2f981a254fc4093ef,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
0c47b8fb7e5f9455af4f68d2f981a254fc4093ef,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
0c47b8fb7e5f9455af4f68d2f981a254fc4093ef,io.github.powerinside.syncplay.database.ServerListContract,0,0,0,0,0
0c47b8fb7e5f9455af4f68d2f981a254fc4093ef,io.github.powerinside.syncplay.database.ServerListContract,0,0,0,0,0
0c47b8fb7e5f9455af4f68d2f981a254fc4093ef,io.github.powerinside.syncplay.database.ServerListHelper,0,0,0,0,0
0c47b8fb7e5f9455af4f68d2f981a254fc4093ef,io.github.powerinside.syncplay.privacyPolicy,0,0,0,0,0
0c47b8fb7e5f9455af4f68d2f981a254fc4093ef,io.github.powerinside.syncplay.utils,0,0,0,0,0
0c47b8fb7e5f9455af4f68d2f981a254fc4093ef,io.github.powerinside.syncplay.videoPlayer,0,0,0,0,0
0c47b8fb7e5f9455af4f68d2f981a254fc4093ef,io.github.powerinside.syncplay.viewMod,0,0,0,0,0
0c47b8fb7e5f9455af4f68d2f981a254fc4093ef,io.github.powerinside.syncplay.ExampleUnitTest,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.ApplicationTest,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.AboutActivity,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.AppCompatPreferenceActivity,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.CustomMediaPlayer,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.CustomMediaPlayer,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.ExoControllerView,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.MainActivity,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.MediaService,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.MediaService,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.database.ServerListContract,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.database.ServerListContract,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.database.ServerListHelper,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.privacyPolicy,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.utils,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.videoPlayer,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.viewMod,0,0,0,0,0
c91328b68be1c32ac3b561b0bd1cb7a766c8df4d,io.github.powerinside.syncplay.ExampleUnitTest,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.ApplicationTest,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.AboutActivity,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.AppCompatPreferenceActivity,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.CustomMediaPlayer,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.CustomMediaPlayer,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.ExoControllerView,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.MainActivity,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.MediaService,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.MediaService,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.database.ServerListContract,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.database.ServerListContract,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.database.ServerListHelper,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.privacyPolicy,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.utils,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.videoPlayer,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.viewMod,0,0,0,0,0
618663be7fbbed0b678e2988f2508d98f43ea767,io.github.powerinside.syncplay.ExampleUnitTest,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.ApplicationTest,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.AboutActivity,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.AppCompatPreferenceActivity,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.CustomMediaPlayer,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.CustomMediaPlayer,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.ExoControllerView,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.MainActivity,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.MediaService,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.MediaService,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.database.ServerListContract,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.database.ServerListContract,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.database.ServerListHelper,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.privacyPolicy,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.utils,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.videoPlayer,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.viewMod,0,0,0,0,0
746771bef3fbc5752d23b8753983921fb3496b44,io.github.powerinside.syncplay.ExampleUnitTest,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.ApplicationTest,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.AboutActivity,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.AppCompatPreferenceActivity,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.CustomMediaPlayer,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.CustomMediaPlayer,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.ExoControllerView,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.MainActivity,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.MediaService,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.MediaService,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.MediaSourceDialogFragment,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.UserListDialogFragment,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.VideoControllerView,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.database.ServerListContract,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.database.ServerListContract,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.database.ServerListHelper,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.privacyPolicy,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.utils,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.videoPlayer,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.viewMod,0,0,0,0,0
67d8460ebfb1ab169e4d2425c83346a85fed3669,io.github.powerinside.syncplay.ExampleUnitTest,0,0,0,0,0
a7226670448787d3cf6f4a01c80278f264e1b159,io.github.powerinside.syncplay.ApplicationTest,0,0,0,0,0
a7226670448787d3cf6f4a01c80278f264e1b159,io.github.powerinside.syncplay.AboutActivity,0,0,0,0,0
