Commit,Decor_Spaghetti_Code,Decor_Large_Class,Decor_Complex_Class
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.53,4.05,5.34,1.08
0.54,4.05,5.34,1.08
0.54,4.05,5.34,1.08
0.54,4.05,5.34,1.08
0.54,4.05,5.34,1.08
0.54,4.05,5.34,1.08
0.54,4.05,5.34,1.08
0.54,4.05,5.34,1.08
0.54,4.05,5.34,1.08
0.54,4.05,5.34,1.08
0.54,4.05,5.34,1.08
0.54,4.05,5.34,1.08
0.53,4.16,5.49,1.11
0.53,4.16,5.49,1.11
0.53,4.16,5.49,1.11
0.53,4.16,5.49,1.11
0.53,4.16,5.49,1.11
0.53,4.16,5.49,1.11
0.53,4.16,5.49,1.11
0.53,4.16,5.49,1.11
0.53,4.16,5.49,1.11
0.53,4.16,5.49,1.11
0.54,4.16,5.49,1.11
0.54,4.16,5.49,1.11
0.54,4.16,5.49,1.11
0.54,4.16,5.49,1.11
0.54,4.16,5.49,1.11
0.54,4.16,5.49,1.11
0.54,4.16,5.49,1.11
0.54,4.16,5.49,1.11
0.54,4.16,5.49,1.11
0.54,4.16,5.49,1.11
0.54,4.16,5.49,1.11
0.53,4.25,5.61,1.14
0.53,4.25,5.61,1.14
0.53,4.25,5.61,1.14
0.53,4.25,5.61,1.14
0.53,4.25,5.61,1.14
0.53,4.25,5.61,1.14
0.53,4.25,5.61,1.14
0.53,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.54,4.25,5.61,1.14
0.55,4.25,5.61,1.14
0.55,4.25,5.61,1.14
0.55,4.25,5.61,1.14
0.55,4.25,5.61,1.14
0.55,4.25,5.61,1.14
0.55,4.25,5.61,1.14
0.55,4.25,5.61,1.14
0.55,4.25,5.61,1.14
0.55,4.25,5.61,1.14
0.55,4.25,5.61,1.14
0.55,4.25,5.61,1.14
0.55,4.25,5.61,1.14
0.55,4.25,5.61,1.14
0.54,4.14,5.4,1.11
0.54,4.14,5.4,1.11
0.54,4.14,5.4,1.11
0.54,4.14,5.4,1.11
0.54,4.14,5.4,1.11
0.54,4.14,5.4,1.11
0.54,4.14,5.4,1.11
0.54,4.14,5.4,1.11
0.54,4.14,5.4,1.11
0.55,4.14,5.4,1.11
0.55,4.14,5.4,1.11
0.55,4.14,5.4,1.11
0.55,4.14,5.4,1.11
0.55,4.14,5.4,1.11
0.55,4.14,5.4,1.11
0.55,4.14,5.4,1.11
0.55,4.14,5.4,1.11
0.55,4.14,5.4,1.11
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.54,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.55,4.24,5.47,1.15
0.56,4.24,5.47,1.15
0.56,4.24,5.47,1.15
0.56,4.24,5.47,1.15
0.54,4.36,5.64,1.18
0.54,4.36,5.64,1.18
0.54,4.36,5.64,1.18
0.54,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.55,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.56,4.36,5.64,1.18
0.55,4.34,5.62,1.16
0.55,4.34,5.62,1.16
0.55,4.34,5.62,1.16
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.54,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.55,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.56,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.57,4.23,5.52,1.19
0.56,4.33,5.57,1.2
0.56,4.33,5.57,1.2
0.56,4.33,5.57,1.2
0.56,4.33,5.57,1.2
0.56,4.33,5.57,1.2
0.56,4.33,5.57,1.2
0.56,4.33,5.57,1.2
0.56,4.33,5.57,1.2
0.56,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.57,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.58,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.59,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.6,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.61,4.33,5.57,1.2
0.62,4.33,5.57,1.2
0.62,4.33,5.57,1.2
0.62,4.33,5.57,1.2
0.6,4.45,5.62,1.07
0.6,4.45,5.62,1.07
0.6,4.45,5.62,1.07
0.61,4.45,5.62,1.07
0.61,4.45,5.62,1.07
0.61,4.45,5.62,1.07
0.61,4.45,5.62,1.07
0.61,4.45,5.62,1.07
0.61,4.45,5.62,1.07
0.61,4.45,5.62,1.07
0.59,4.46,5.64,1.11
0.6,4.46,5.64,1.11
0.6,4.46,5.64,1.11
0.6,4.46,5.64,1.11
0.6,4.46,5.64,1.11
0.6,4.46,5.64,1.11
0.6,4.46,5.64,1.11
0.6,4.46,5.64,1.11
0.6,4.46,5.64,1.11
0.6,4.46,5.64,1.11
0.59,4.48,5.52,1.07
0.59,4.48,5.52,1.07
0.59,4.48,5.52,1.07
0.59,4.48,5.52,1.07
0.59,4.48,5.52,1.07
0.59,4.48,5.52,1.07
0.59,4.48,5.52,1.07
0.59,4.48,5.52,1.07
0.59,4.48,5.52,1.07
0.57,4.54,5.58,1.12
0.57,4.54,5.58,1.12
0.57,4.54,5.58,1.12
0.57,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.58,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.59,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.6,4.54,5.58,1.12
0.59,4.64,5.72,1.16
0.59,4.64,5.72,1.16
0.59,4.64,5.72,1.16
0.59,4.64,5.72,1.16
0.59,4.64,5.72,1.16
0.59,4.64,5.72,1.16
0.59,4.64,5.72,1.16
0.59,4.64,5.72,1.16
0.59,4.64,5.72,1.16
0.59,4.64,5.72,1.16
0.59,4.64,5.72,1.16
0.59,4.64,5.72,1.16
0.59,4.64,5.72,1.16
0.59,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.6,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.61,4.64,5.72,1.16
0.62,4.64,5.72,1.16
0.62,4.64,5.72,1.16
0.62,4.64,5.72,1.16
0.62,4.64,5.72,1.16
0.62,4.64,5.72,1.16
0.62,4.64,5.72,1.16
0.62,4.64,5.72,1.16
0.62,4.64,5.72,1.16
0.62,4.64,5.72,1.16
0.6,4.38,5.33,1.12
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.59,4.39,5.3,1.13
0.6,4.39,5.3,1.13
0.6,4.39,5.3,1.13
0.6,4.39,5.3,1.13
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.58,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.59,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.6,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.61,4.5,5.41,1.14
0.62,4.5,5.41,1.14
0.62,4.5,5.41,1.14
0.62,4.5,5.41,1.14
0.62,4.5,5.41,1.14
0.62,4.5,5.41,1.14
0.62,4.5,5.41,1.14
0.62,4.5,5.41,1.14
0.62,4.5,5.41,1.14
0.6,4.71,5.67,1.19
0.6,4.71,5.67,1.19
0.6,4.71,5.67,1.19
0.6,4.71,5.67,1.19
0.6,4.71,5.67,1.19
0.6,4.71,5.67,1.19
0.6,4.71,5.67,1.19
0.6,4.71,5.67,1.19
0.6,4.71,5.67,1.19
0.6,4.71,5.67,1.19
0.6,4.71,5.67,1.19
0.6,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.61,4.71,5.67,1.19
0.59,4.7,5.7,1.2
0.59,4.7,5.7,1.2
0.59,4.7,5.7,1.2
0.59,4.7,5.7,1.2
0.57,4.95,6.0,1.26
0.57,4.95,6.0,1.26
0.57,4.95,6.0,1.26
0.57,4.95,6.0,1.26
0.57,4.95,6.0,1.26
0.57,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.58,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.59,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.6,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.61,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.62,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.63,4.95,6.0,1.26
0.64,4.95,6.0,1.26
0.64,4.95,6.0,1.26
0.64,4.95,6.0,1.26
0.64,4.95,6.0,1.26
0.64,4.95,6.0,1.26
0.64,4.95,6.0,1.26
0.64,4.95,6.0,1.26
0.64,4.95,6.0,1.26
0.64,4.95,6.0,1.26
0.64,4.95,6.0,1.26
