Commit,LOC,LCOM,CBO,WMC
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.68,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.69,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.7,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.71,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
0.72,10445.5,7228.0,834.5,1870.0
