Commit,LOC,LCOM,CBO,WMC
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.37,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.38,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.39,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.4,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
0.41,19294.67,16157.67,2397.0,3961.67
