Commit,DW_Smell,IDS_Smell,IS_Smell,LT_Smell,MIM_Smell
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.67,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.68,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.69,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
0.7,0.0,0.0,0.0,0.0,7.5
