Commit,DW_Smell,IDS_Smell,IS_Smell,LT_Smell,MIM_Smell
0.59,0.33,0.0,1.5,0.0,19.5
0.59,0.33,0.0,1.5,0.0,19.5
0.59,0.33,0.0,1.5,0.0,19.5
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.51,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.52,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.53,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.54,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.55,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.56,0.0,0.0,1.8,0.0,22.2
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.45,0.0,0.0,2.25,0.0,27.25
0.46,0.0,0.0,2.25,0.0,27.25
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.27,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
0.28,0.0,0.0,3.0,0.0,31.33
