Commit,Decor_Feature_Envy,Decor_long_Method
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.53,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.54,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.55,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.56,8.0,3.6
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.45,10.0,4.5
0.46,10.0,4.5
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.27,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.28,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.29,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.3,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.31,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.32,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
0.33,11.33,4.33
