Commit,Decor_Feature_Envy,Decor_long_Method
0.73,0.0,0.0
0.73,0.0,0.0
0.73,0.0,0.0
0.73,0.0,0.0
0.73,0.0,0.0
0.73,0.0,0.0
0.73,0.0,0.0
0.73,0.0,0.0
0.73,0.0,0.0
0.73,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.74,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.75,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.76,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.77,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.78,0.0,0.0
0.79,0.0,0.0
0.79,0.0,0.0
